Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_gp,D/loss_cls,D/loss_dom,D/loss_rot,G/loss_fake,G/loss_rec,G/loss_cls,G/loss_dom,G/loss_rot
0:00:08,100,-4.3133,-0.7123,1.3419,0.0436,2.2536,0.2548,0.5431,0.3052,1.6713,2.2231,0.2524
0:00:13,200,-2.1938,-1.0618,1.3602,0.0181,2.3197,0.2538,0.8146,0.1418,1.8043,2.1580,0.2569
0:00:17,300,-1.7443,-1.3761,1.0800,0.0150,2.2448,0.2561,1.4542,0.1115,1.6929,2.2635,0.2646
0:00:21,400,-1.5384,-1.2507,1.1429,0.0145,2.2789,0.2543,1.2576,0.1068,1.5100,2.3094,0.2611
0:00:26,500,-2.0988,-0.2929,0.8204,0.0261,2.2934,0.2559,0.2405,0.1199,0.9740,2.2825,0.2607
0:00:30,600,-1.7260,-0.3795,0.9951,0.0096,2.0554,0.2546,0.4011,0.0839,0.8884,2.2303,0.2577
0:00:35,700,-1.4110,-0.2075,0.8245,0.0064,2.3014,0.2544,0.2330,0.0785,0.8737,2.1858,0.2561
0:00:39,800,-1.2408,-0.3947,0.8349,0.0045,2.1852,0.2547,0.4758,0.0730,0.8034,2.2758,0.2561
0:00:43,900,-1.1071,-0.3063,0.8923,0.0031,2.3224,0.2561,0.2810,0.0656,1.0835,2.3963,0.2581
0:00:48,1000,-1.0268,-0.5893,0.6806,0.0116,2.0848,0.2566,0.5727,0.0841,0.6087,2.3046,0.2564
0:01:04,1100,-0.4158,-0.7677,0.7162,0.0049,2.1344,0.2556,0.7610,0.0842,0.6385,2.3461,0.2590
0:01:08,1200,-0.4242,-0.9264,0.7995,0.0064,2.0949,0.2564,0.8829,0.0587,0.7686,2.3554,0.2589
0:01:13,1300,-0.5805,-0.6960,1.0085,0.0011,2.0289,0.2592,0.8261,0.0574,0.7181,2.1598,0.2618
0:01:18,1400,-0.4815,-0.8449,1.0506,0.0076,2.5496,0.2547,0.7846,0.0633,0.7165,2.3215,0.2669
0:01:22,1500,-0.4496,-0.7973,0.6896,0.0005,1.9844,0.2604,0.9690,0.0646,0.5561,2.2102,0.2588
0:01:27,1600,-0.4183,-0.9847,0.6611,0.0047,1.7387,0.2595,1.0053,0.0764,0.8497,1.8121,0.2545
